timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,model_version
2025-06-06T16:41:30,codecarbon,3873d026-9eaf-43d9-8dbc-c99c09d26094,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,22914.07296414394,0.4089048731829486,1.7845141447476625e-05,42.5,214.69427455783162,94.34468364715576,0.2703376020925034,3.0141753816161483,0.6000891384325414,3.8846021221411946,Luxembourg,LUX,luxembourg,,,Linux-6.8.0-60-generic-x86_64-with-glibc2.39,3.12.3,2.8.4,64,AMD EPYC 9124 16-Core Processor,2,2 x NVIDIA L40S,6.1294,49.6113,251.58582305908203,machine,N,1.0,e9ba89c2112831c0d6e77c243cd5253adccbd003
2025-06-12T13:17:11,codecarbon,a6a9167b-c2cf-4888-8c56-0a43ea894935,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,27431.534481129143,0.4913074246354181,1.7910315041741507e-05,42.5,416.33074039387833,94.34468364715576,0.32364457372366556,3.6253598397299953,0.7184231217241113,4.667427535177774,Luxembourg,LUX,luxembourg,,,Linux-6.8.0-60-generic-x86_64-with-glibc2.39,3.12.3,2.8.4,64,AMD EPYC 9124 16-Core Processor,2,2 x NVIDIA L40S,6.1294,49.6113,251.58582305908203,machine,N,1.0,b62e75e5a163ad6d5a457a735aefebd459a51550
2025-06-24T15:53:24,codecarbon,dea556a8-0fa6-48cd-83ec-f23d85db7c7c,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,32671.975663511083,0.590254076994602,1.806606625426124e-05,42.5,427.2816674683831,94.34468364715576,0.38548106524080844,4.366259382171364,0.8556816951697346,5.607422142581932,Luxembourg,LUX,luxembourg,,,Linux-6.8.0-60-generic-x86_64-with-glibc2.39,3.12.3,2.8.4,64,AMD EPYC 9124 16-Core Processor,2,2 x NVIDIA L40S,6.1294,49.6113,251.58582305908203,machine,N,1.0,1fd4f6ece4bde5b6f17abe50492e224bc5a36d31
2025-06-30T21:37:53,codecarbon,fdd20567-9b6a-4e5e-b81a-d2f3561abea1,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,31939.66063390905,0.5761457661682887,1.803856881173678e-05,42.5,387.869585627133,94.34468364715576,0.37683512923984447,4.260060606934644,0.8364972525137364,5.473392988688225,Luxembourg,LUX,luxembourg,,,Linux-6.8.0-60-generic-x86_64-with-glibc2.39,3.12.3,2.8.4,64,AMD EPYC 9124 16-Core Processor,2,2 x NVIDIA L40S,6.1294,49.6113,251.58582305908203,machine,N,1.0,c9bfc4fcaa47fe3bb758f345e9da94e77291de11
2025-07-03T18:33:19,codecarbon,cd00bd50-6f15-4553-9cb4-deb04e79e518,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,33054.231628795154,0.5963977185565613,1.8043006573385604e-05,42.5,385.70653118320996,94.34468364715576,0.38999553897668254,4.410080376672568,0.8657109093183195,5.66578682496757,Luxembourg,LUX,luxembourg,,,Linux-6.8.0-60-generic-x86_64-with-glibc2.39,3.12.3,2.8.4,64,AMD EPYC 9124 16-Core Processor,2,2 x NVIDIA L40S,6.1294,49.6113,251.58582305908203,machine,N,1.0,468dd60b0d4c938d30d8683911a60b76abff553a
2025-07-07T21:23:07,codecarbon,381fbea1-6570-4390-8262-f75c75d3aa7d,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,33340.39885561541,0.6016958014053166,1.80470486874207e-05,42.5,397.2744797889752,94.34468364715576,0.39337173612516807,4.449542442964457,0.8732045084389319,5.716118687528539,Luxembourg,LUX,luxembourg,,,Linux-6.8.0-60-generic-x86_64-with-glibc2.39,3.12.3,2.8.4,64,AMD EPYC 9124 16-Core Processor,2,2 x NVIDIA L40S,6.1294,49.6113,251.58582305908203,machine,N,1.0,7e7f8871f897eeb67eca5f143db05fd200878dcf
2025-07-12T00:16:13,codecarbon,55180375-7bba-4fbc-bdc7-e323bc521848,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,33262.71693833545,0.6005853656266635,1.8055812059491925e-05,42.5,373.5268909024996,94.34468364715576,0.3924591785186284,4.441933271877076,0.8711770814119051,5.705569531807601,Luxembourg,LUX,luxembourg,,,Linux-6.8.0-60-generic-x86_64-with-glibc2.39,3.12.3,2.8.4,64,AMD EPYC 9124 16-Core Processor,2,2 x NVIDIA L40S,6.1294,49.6113,251.58582305908203,machine,N,1.0,aa45c47d6c1a25e4f9082c02d88157eafbf845c9
2025-07-16T18:02:09,codecarbon,3f10a17e-3bd2-450f-96e0-0578c31ff090,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,33548.023177720606,0.6049317711968585,1.8031815704676047e-05,42.5,407.60668468427133,94.34468364715576,0.3958289673632734,4.472373492618146,0.878657986679406,5.746860446660825,Luxembourg,LUX,luxembourg,,,Linux-6.8.0-60-generic-x86_64-with-glibc2.39,3.12.3,2.8.4,64,AMD EPYC 9124 16-Core Processor,2,2 x NVIDIA L40S,6.1294,49.6113,251.58582305908203,machine,N,1.0,5b69448fb53d4798f68ce691c95eaa08a2532f3c
2025-07-21T22:00:12,codecarbon,9e190fcc-d943-4249-9457-b2c7b3d6d74c,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,34016.25193414744,0.6141203214551272,1.8053732746453423e-05,42.5,422.07712790619274,94.34468364715576,0.4013549590253197,4.541868918214419,0.8909279278116806,5.834151805051415,Luxembourg,LUX,luxembourg,,,Linux-6.8.0-60-generic-x86_64-with-glibc2.39,3.12.3,2.8.4,64,AMD EPYC 9124 16-Core Processor,2,2 x NVIDIA L40S,6.1294,49.6113,251.58582305908203,machine,N,1.0,6c95032f4d5c52642e9d60c0720d0a142e815588
2025-07-25T15:09:30,codecarbon,1671c5cf-d51d-4aad-994c-a149fd2d189e,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,33557.31429638248,0.6052922027774613,1.803756395495311e-05,42.5,433.1611236849119,94.34468364715576,0.39593592552908535,4.47545033341288,0.8788982928707405,5.75028455181271,Luxembourg,LUX,luxembourg,,,Linux-6.8.0-60-generic-x86_64-with-glibc2.39,3.12.3,2.8.4,64,AMD EPYC 9124 16-Core Processor,2,2 x NVIDIA L40S,6.1294,49.6113,251.58582305908203,machine,N,1.0,c12c1b164aa5c653057ed06c1c678f4f3610a968
2025-08-12T14:50:28,codecarbon,8d66914a-9b1d-4e8d-b5b0-197aae7695b1,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,33622.2954240907,0.6071869809020806,1.8059057932940093e-05,42.5,391.41603724835056,94.34468364715576,0.396695449095465,4.49100706696936,0.8805824549323915,5.768284970997222,Luxembourg,LUX,luxembourg,,,Linux-6.8.0-60-generic-x86_64-with-glibc2.39,3.12.3,2.8.4,64,AMD EPYC 9124 16-Core Processor,2,2 x NVIDIA L40S,6.1294,49.6113,251.58582305908203,machine,N,1.0,a0837d7be78e467aae44ae7ce860324aa0aa5034
2025-08-19T18:23:36,codecarbon,00094c79-e50f-4991-a4b7-c70f8770a685,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,31003.21120994899,0.5509036672436785,1.776924536987615e-05,42.5,315.7355467933024,94.34468507766725,0.3658022772405763,4.055787291849455,0.8120031201139472,5.233592689203979,Luxembourg,LUX,luxembourg,,,Linux-6.8.0-71-generic-x86_64-with-glibc2.39,3.12.3,2.8.4,64,AMD EPYC 9124 16-Core Processor,2,2 x NVIDIA L40S,6.1294,49.6113,251.5858268737793,machine,N,1.0,ab225d6113296a52946ff5db0f65188a9bd6cd3b
2025-08-25T19:38:50,codecarbon,7b19d616-e6d0-42b8-9642-31e36e1630b1,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,22265.02864354197,0.40295547151395544,1.809813398245206e-05,42.5,183.5258822134907,94.34468507766725,0.26267707134264057,2.982324163079646,0.5830814870843721,3.8280827215066586,Luxembourg,LUX,luxembourg,,,Linux-6.8.0-71-generic-x86_64-with-glibc2.39,3.12.3,2.8.4,64,AMD EPYC 9124 16-Core Processor,2,2 x NVIDIA L40S,6.1294,49.6113,251.5858268737793,machine,N,1.0,84a87fdcd5859a6c416bc85f24d3134e86e29eff
2025-09-08T12:24:11,codecarbon,66f91a74-0db9-475f-857e-dd7952a75d4c,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,22385.4896657723,0.40553103793852857,1.811579929647868e-05,42.5,181.22844401520283,94.34468507766725,0.26411038263759956,3.00217460423778,0.5862656523666008,3.85255063924198,Luxembourg,LUX,luxembourg,,,Linux-6.8.0-71-generic-x86_64-with-glibc2.39,3.12.3,2.8.4,64,AMD EPYC 9124 16-Core Processor,2,2 x NVIDIA L40S,6.1294,49.6113,251.5858268737793,machine,N,1.0,fbcb0cba86477fc4b07a11a126c22d88c87241b4
2025-09-11T12:32:12,codecarbon,81764e46-1456-449e-a3dd-290dd2a3688d,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,22484.098965471145,0.40757034411397625,1.812704813032012e-05,42.5,322.7434811553208,94.34468507766725,0.2652669085793128,3.017823348701171,0.5888338196884041,3.8719240769688894,Luxembourg,LUX,luxembourg,,,Linux-6.8.0-71-generic-x86_64-with-glibc2.39,3.12.3,2.8.4,64,AMD EPYC 9124 16-Core Processor,2,2 x NVIDIA L40S,6.1294,49.6113,251.5858268737793,machine,N,1.0,c44c2b31b70b04b1df06b274337728015814b1dc
2025-09-15T13:56:20,codecarbon,91da8172-a405-4d50-8389-85b2c93bf918,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,22496.31638219813,0.40783754608547185,1.8129081186296057e-05,42.5,279.6408161707655,94.34468507766725,0.2654148633706176,3.0198868070186364,0.589160829116472,3.8744624995057313,Luxembourg,LUX,luxembourg,,,Linux-6.8.0-71-generic-x86_64-with-glibc2.39,3.12.3,2.8.4,64,AMD EPYC 9124 16-Core Processor,2,2 x NVIDIA L40S,6.1294,49.6113,251.5858268737793,machine,N,1.0,f8562cce5d1e780ba9ac309eaa1d24b6f992c964
2025-09-30T12:25:21,codecarbon,4f6ae632-1482-40c9-8a41-517ca5876644,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,22857.829803195316,0.41428815681587067,1.812456214710099e-05,42.5,324.04679076926755,94.34468507766725,0.26967573376890325,3.067447771178479,0.5986198884184825,3.935743393365861,Luxembourg,LUX,luxembourg,,,Linux-6.8.0-71-generic-x86_64-with-glibc2.39,3.12.3,2.8.4,64,AMD EPYC 9124 16-Core Processor,2,2 x NVIDIA L40S,6.1294,49.6113,251.5858268737793,machine,N,1.0,9dad014e86de6a004ba37c439446315f560066af
2025-10-06T15:51:23,codecarbon,3e10db32-e6ba-4e56-904b-993909f742f3,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,22786.653630222194,0.41209494913485034,1.8084926195054996e-05,42.5,345.5288142486328,94.34468507766725,0.26884445088668063,3.0492884038731916,0.5967750343830369,3.9149078891429117,Luxembourg,LUX,luxembourg,,,Linux-6.8.0-71-generic-x86_64-with-glibc2.39,3.12.3,2.8.4,64,AMD EPYC 9124 16-Core Processor,2,2 x NVIDIA L40S,6.1294,49.6113,251.5858268737793,machine,N,1.0,e1c95c37e27f484d548e1c966fa2227226215e30
2025-11-03T13:07:44,codecarbon,2f68cae8-8402-49cd-9c9b-69a69b3bdb95,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,23531.665729127824,0.42525559154069825,1.8071631495866057e-05,42.5,284.1350108424361,94.34468507766725,0.27762718504211675,3.1460367565495915,0.6162702379461998,4.0399341795379025,Luxembourg,LUX,luxembourg,,,Linux-6.8.0-71-generic-x86_64-with-glibc2.39,3.12.3,2.8.4,64,AMD EPYC 9124 16-Core Processor,2,2 x NVIDIA L40S,6.1294,49.6113,251.5858268737793,machine,N,1.0,fe68f04f8463a46947426b0d664aaee5bb943dd0
2025-11-19T14:20:13,codecarbon,81c97158-1708-4a2e-855b-928c690d1130,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,24147.412700983696,0.43390220170688765,1.7968889962658887e-05,42.5,286.31103898999135,94.34468507766725,0.2848920588698454,3.2047893193849575,0.6323957210762677,4.122077099331081,Luxembourg,LUX,luxembourg,,,Linux-6.8.0-71-generic-x86_64-with-glibc2.39,3.12.3,2.8.4,64,AMD EPYC 9124 16-Core Processor,2,2 x NVIDIA L40S,6.1294,49.6113,251.5858268737793,machine,N,1.0,518c23df5ad0dd1f64a97bd511d2a3b1920ef8e5
2025-11-25T16:19:49,codecarbon,aaf6423e-7493-41a9-858d-a5e265a64aae,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,13852.229487212,0.6737052965391285,4.863515271394217e-05,42.5,368.36674694097474,755.7507891654968,0.16323872886144283,3.334605714626882,2.9023654739482674,6.400209917436596,Luxembourg,LUX,,,,Linux-6.8.0-88-generic-x86_64-with-glibc2.39,3.12.3,2.8.4,224,Intel(R) Xeon(R) Platinum 8480+,4,4 x NVIDIA L40S,6.1661,49.7498,2015.3354377746582,machine,N,1.0,7db2517771e1fee99b86371025713fa9e89f69f4
2025-11-27T12:59:13,codecarbon,247d9929-e00a-452e-8cfe-5a29f9057173,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,23588.992779433727,0.4254337704285723,1.8035266465446143e-05,42.5,203.02573644828948,94.34468507766725,0.27830303935237166,3.145554637830571,0.6177692043288232,4.041626881511759,Luxembourg,LUX,luxembourg,,,Linux-6.8.0-71-generic-x86_64-with-glibc2.39,3.12.3,2.8.4,64,AMD EPYC 9124 16-Core Processor,2,2 x NVIDIA L40S,6.1294,49.6113,251.5858268737793,machine,N,1.0,47ca316acb170469c11692771e4c5cfec5fc470f
2025-12-05T10:57:07,codecarbon,3a2f1d33-0e2c-4e9b-a1ca-552063dad7f5,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,13796.898261377006,0.6697055392456417,4.854029699707313e-05,42.5,437.22864961201935,755.7507891654968,0.16258523849667095,3.308908435180182,2.890718492474985,6.362212166151845,Luxembourg,LUX,,,,Linux-6.8.0-88-generic-x86_64-with-glibc2.39,3.12.3,2.8.4,224,Intel(R) Xeon(R) Platinum 8480+,4,4 x NVIDIA L40S,6.1661,49.7498,2015.3354377746582,machine,N,1.0,d61b26a64790abb9f0258743c8d61271e699ffeb
2025-12-10T15:55:45,codecarbon,fb8b6f39-769a-4175-b786-5b8660c74242,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,23234.647415332496,0.4190813812452514,1.8036915893490188e-05,42.5,332.99932443901935,94.34468507766725,0.2741217025584468,3.0986697378227177,0.6084876533673577,3.9812790937485287,Luxembourg,LUX,luxembourg,,,Linux-6.8.0-71-generic-x86_64-with-glibc2.39,3.12.3,2.8.4,64,AMD EPYC 9124 16-Core Processor,2,2 x NVIDIA L40S,6.1294,49.6113,251.5858268737793,machine,N,1.0,ca3cf6f02679b02bbe47013b6c60654c303e088b
